,child_id,parent_id,child_context,parent_context
187,АВИАСТРОИТЕЛЬНАЯ КОМПАНИЯ,КОМПАНИЯ,"Эксперты считают, что именно Объединенная авиастроительная компания, а не правительство, должна",
188,ПИВОВАРЕННАЯ КОМПАНИЯ,КОМПАНИЯ,"Воронежский"", ОАО ""Ярпиво"", ОАО ""Чебоксарская пивоваренная компания"" Букет Чувашии "". ",
189,СТАРТАП-КОМПАНИЯ,КОМПАНИЯ,,
190,ФИКТИВНАЯ ФИРМА,КОМПАНИЯ,,
191,АФФИЛИРОВАННАЯ КОМПАНИЯ,КОМПАНИЯ,,
192,АВТОМОБИЛЬНАЯ КОМПАНИЯ,КОМПАНИЯ, Однако исторически автомобильная компания SAAB возникла из авиастроительной,
193,ОПЕРАТОР УСЛУГ,КОМПАНИЯ,,
194,НЕРВИРОВАТЬ,ВОЗБУДИТЬ (ПРИВЕСТИ В ВОЗБУЖДЕННОЕ СОСТОЯНИЕ),"и говорит шофёру: ""Я вас нервировать не буду. ",
195,ВООДУШЕВИТЬ,ВОЗБУДИТЬ (ПРИВЕСТИ В ВОЗБУЖДЕННОЕ СОСТОЯНИЕ),"напыжился начмед и, наверное, желая воодушевить своих замерших работников, призвал их",
196,АВТОРУЧКА,РУЧКА ДЛЯ ПИСЬМА,"К нему и направился Андрей, авторучка руководителя уже нависла над вымученным",
197,ПРОЛОМАТЬ ОТВЕРСТИЕ,ПРОБИВАНИЕ ОТВЕРСТИЯ,,
198,ПРОРУБИТЬ ОТВЕРСТИЕ,ПРОБИВАНИЕ ОТВЕРСТИЯ,,
199,ПЕРФОРИРОВАТЬ,ПРОБИВАНИЕ ОТВЕРСТИЯ,"В таком случае необходимо проткнуть (перфорировать) трахею кончиком ножа, ограничив его",
200,ПРОСТРЕЛИТЬ ОТВЕРСТИЕ,ПРОБИВАНИЕ ОТВЕРСТИЯ,,
201,ТАРАНИТЬ (НАНОСИТЬ УДАР),ПРОБИВАНИЕ ОТВЕРСТИЯ,,
202,МОСКВА,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,"Оттава, Нью-Йорк.   Что по мне — Москва интереснее.   Чужие города для меня",
203,САНКТ-ПЕТЕРБУРГ,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,"трехмерной упорядоченной джозефсоновской среде 195251 Санкт-Петербург, Россия Рассмотрены две возможные равновесные",
204,СЕВАСТОПОЛЬ,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,"Щелыково, Ясная Поляна, белый город Севастополь с каменоломнями в пригороде, красивыми",
205,ПИРУЭТ,"КРУЖИТЬСЯ, СОВЕРШАТЬ КРУГОВЫЕ ДВИЖЕНИЯ", Этот логический пируэт Гастев решил задержать в памяти,
206,ЗАВИСАНИЕ В ВОЗДУХЕ,"КРУЖИТЬСЯ, СОВЕРШАТЬ КРУГОВЫЕ ДВИЖЕНИЯ",,
207,ЗАВИХРИТЬСЯ,"КРУЖИТЬСЯ, СОВЕРШАТЬ КРУГОВЫЕ ДВИЖЕНИЯ","простоват, мотоват, любит песни, любит завихриться, любит бабенок ― словом, такой малый",
208,ЭКОЛОГИЧЕСКОЕ ПРЕСТУПЛЕНИЕ,ЭКОЛОГИЧЕСКОЕ ПРАВОНАРУШЕНИЕ,"это уже не издержки, а экологическое преступление. ",
209,ВНЕШНЯЯ ТОРГОВЛЯ,ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ,Усилилась и приобрела современный вид внешняя торговля. ,
210,ЭКОНОМИЧЕСКИЕ САНКЦИИ,ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ,"Запада» против России ― впрочем, полагаю, экономические санкции в Токио станут применять",
211,МЕЖДУНАРОДНОЕ ЭКОНОМИЧЕСКОЕ СОТРУДНИЧЕСТВО,ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ,,
212,КОММУНАЛЬНОЕ СТРОИТЕЛЬСТВО,ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО, Жилищное и коммунальное строительство в городе финансируется из,
213,ПРОМЫШЛЕННОЕ СТРОИТЕЛЬСТВО,ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО,"строительных материалов, вести дорожное и промышленное строительство. ",
214,ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО,ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО,"в какой-то мере химия, связь, транспортное строительство, а в других особого",
215,ДИАПОЗИТИВ,ПОЗИТИВ (ФОТОГРАФИЧЕСКОЕ ИЗОБРАЖЕНИЕ),давала возможность перевести негатив в диапозитив для волшебного фонаря. ,
216,ЗАЧЕТ ПО УЧЕБНОМУ ПРЕДМЕТУ,СТАВИТЬ ОЦЕНКУ,,
217,АТТЕСТАЦИЯ УЧАЩЕГОСЯ,СТАВИТЬ ОЦЕНКУ,,
218,ШАШЕЧКА (УЗОР),КЛЕТКА (УЗОР),,
219,ПРИСЯЖНЫЙ ЗАСЕДАТЕЛЬ,ЗАСЕДАТЕЛЬ,"Мамадышский, Лаишевский, Тетюшский) каждый четвёртый присяжный заседатель был мусульманином, а в",
220,ДОРОГОЙ ПО ЦЕНЕ,ЧРЕЗМЕРНЫЙ, Этот сильнейший и самый дорогой по цене вид динамита должен,
221,"РОСЛЫЙ, ВЫСОКОГО РОСТА",ЧРЕЗМЕРНЫЙ,,
222,"КАЧЕСТВЕННЫЙ, ВЫСОКОГО КАЧЕСТВА",ЧРЕЗМЕРНЫЙ,,
223,ЗАВЫШЕННЫЙ,ЧРЕЗМЕРНЫЙ," Основные недостатки системы ― завышенный объём, неупорядоченность, нецелевое использование, неэффективность",
224,СВЕРХПЛАНОВЫЙ,ЧРЕЗМЕРНЫЙ,"промыслами и предприятиями, газоснабжающими организациями, сверхплановый прием, а также недовыборка газа",
225,БОЛЕЗНЕННЫЙ (ЧРЕЗМЕРНЫЙ),ЧРЕЗМЕРНЫЙ,,
226,РАСТЯНУТЫЙ (ЧРЕЗМЕРНО ДЛИННЫЙ),ЧРЕЗМЕРНЫЙ,,
227,"ЗАХВАТИТЬ, ЗАВЛАДЕТЬ","ОТНЯТЬ, ЛИШИТЬ",,
228,"ОБЕЗОРУЖИТЬ, ОТНЯТЬ ОРУЖИЕ","ОТНЯТЬ, ЛИШИТЬ",,
229,"РАЗВЕНЧАТЬ (ЛИШИТЬ УВАЖЕНИЯ,  ПРИЗНАНИЯ)","ОТНЯТЬ, ЛИШИТЬ",,
230,ОБЕЗВОДИТЬ (ЛИШИТЬ ЖИДКОСТИ),"ОТНЯТЬ, ЛИШИТЬ",,
231,ЛИШИТЬ РУКОВОДСТВА,"ОТНЯТЬ, ЛИШИТЬ",,
232,ЛИШЕНИЕ ПРАВА,"ОТНЯТЬ, ЛИШИТЬ",10 до 20 МРОТ или лишение права управления на один год,
233,ЛИШЕНИЕ ИМУЩЕСТВА,"ОТНЯТЬ, ЛИШИТЬ","за устроение и легко переносил лишение имущества, прав, самой жизни. ",
234,ДИПЛОМАТИЧЕСКОЕ ПРЕДСТАВИТЕЛЬСТВО,ЗАРУБЕЖНОЕ ПРЕДСТАВИТЕЛЬСТВО, Американское дипломатическое представительство в этой стране ограничивается,
235,ТОРГОВОЕ ПРЕДСТАВИТЕЛЬСТВО,ЗАРУБЕЖНОЕ ПРЕДСТАВИТЕЛЬСТВО,после чего его направили в торговое представительство СССР в Индии. ,
236,РЕСУРСОСБЕРЕЖЕНИЕ,"ЭКОНОМИЯ, ЭКОНОМНОЕ РАСХОДОВАНИЕ","тренд на отказ от обещавшей ресурсосбережение газотурбинной и парогазовой тематики, в",
237,ЭКОНОМИЯ СРЕДСТВ,"ЭКОНОМИЯ, ЭКОНОМНОЕ РАСХОДОВАНИЕ", Ведь экономия средств может обернуться большими проблемами,
238,ОВОД,МУХА," И знаешь какой?  Овод.  Видишь, какой псевдоним мы тебе",
239,ЦЕЦЕ,МУХА," В Африке ― муха цеце, в Южной Америке ― походные муравьи",
240,"СПАСИТЕЛЬ, СПАСИТЕЛЬНИЦА",ИЗБАВИТЕЛЬ,,
241,ГУСЕНИЧНАЯ ЛЕНТА,ПОЛОТНО (УСТРОЙСТВО),"Опорные катки снабжены резиновыми ободами.  Гусеничная лента ― бесшарнирная, резинометаллическая.   Рулевое управление",
242,"ОТЕЧНЫЙ, ОТЕКШИЙ",ОПУХЛЫЙ,,
243,"ВОСПАЛЕННЫЙ, ВОСПАЛИВШИЙСЯ",ОПУХЛЫЙ,,
244,"ЖАТВА, УБОРКА ЗЕРНОВЫХ",УБОРОЧНЫЕ РАБОТЫ,,
245,ЖАТЬ ЗЕРНОВЫЕ,УБОРОЧНЫЕ РАБОТЫ,,
246,КОММЕРЧЕСКИЙ ПОДКУП,ПРЕСТУПЛЕНИЕ ПРОТИВ ИНТЕРЕСОВ СЛУЖБЫ," Поэтому коммерческий подкуп, дача и получение взятки",
247,НЫРЯНИЕ В ВОДУ,ПОГРУЗИТЬСЯ В ЖИДКОСТЬ,,
248,"ТОНУТЬ, ИДТИ КО ДНУ",ПОГРУЗИТЬСЯ В ЖИДКОСТЬ,,
249,КУПАТЬСЯ,ПОГРУЗИТЬСЯ В ЖИДКОСТЬ,обрывать горох.  Однажды девочка полезла купаться в шторм.  Море изрядно побило,
250,ПЛАВАНИЕ С АКВАЛАНГОМ,ПОГРУЗИТЬСЯ В ЖИДКОСТЬ,"море и восторг: купание, подводное плавание с аквалангом и катание на",
251,ТОНУТЬ В ВЯЗКОМ,ПОГРУЗИТЬСЯ В ЖИДКОСТЬ,,
252,ЭСТАКАДА,ПУТЕПРОВОД,  ― За эстакадой.   ― А где эстакада?   ― Между пищеблоком и узкоколейкой. ,
253,ВИАДУК,ПУТЕПРОВОД,"Так, очагом аварийности сегодня стал виадук.  Поэтому первой ступенью снижения аварийности",
254,ЦВЕТАСТЫЙ,ЯРКИЙ ПО ЦВЕТУ,"обо всем рассказывала Тома, представлялся цветастый деревенский хоровод и рослые девушки",
255,СОЧНЫЙ ПО ЦВЕТУ,ЯРКИЙ ПО ЦВЕТУ,,
256,РЕЗКИЙ ПО ЦВЕТУ,ЯРКИЙ ПО ЦВЕТУ,,
257,ВОЛЬНАЯ БОРЬБА,СПОРТИВНАЯ БОРЬБА,"и драмсекция, и бокс, и вольная борьба, поднятие тяжестей, обязательно кружок",
258,ГРЕКО-РИМСКАЯ БОРЬБА,СПОРТИВНАЯ БОРЬБА, Индивидуальные виды Греко-римская борьба Исламбек Альбиев (весовая категория,
259,БОРЬБА СУМО,СПОРТИВНАЯ БОРЬБА,,
260,ВОСТОЧНЫЕ ЕДИНОБОРСТВА,СПОРТИВНАЯ БОРЬБА,"винтовки с фанатичной верой в восточные единоборства), во французском Индокитае, англо",
261,МИКРОПРОЦЕССОР,МИКРОСХЕМА,"потом транзистор, потом логический элемент, микропроцессор и так далее. ",
262,ЯДРО ПРОЦЕССОРА,МИКРОСХЕМА, Само ядро процессора будет работать на частотах,
263,НАЛОГОВОЕ ОСВОБОЖДЕНИЕ,ЛЬГОТНОЕ НАЛОГООБЛОЖЕНИЕ,,
264,КУРЬЕР,ПОСЫЛЬНЫЙ (РАБОТНИК),был план.  Только не приехал курьер за героином.  Задержали под горячую,
265,АЛКОГОЛЬНЫЙ НАПИТОК,СПИРТОСОДЕРЖАЩАЯ ПРОДУКЦИЯ,"миниатюрные пиалы налили саке, рисовый алкогольный напиток, который ошибочно называют рисовой",
266,ЭТИЛОВЫЙ СПИРТ,СПИРТОСОДЕРЖАЩАЯ ПРОДУКЦИЯ,"участках под облицовку шприцем вводят этиловый спирт, который вызывает кристаллизацию клея",
267,ОДЕКОЛОН,СПИРТОСОДЕРЖАЩАЯ ПРОДУКЦИЯ,"из кармана купленный по дороге одеколон ""Красный мак"", отвинтил пробку и",
268,ВИНОМАТЕРИАЛЫ,СПИРТОСОДЕРЖАЩАЯ ПРОДУКЦИЯ,в огромных количествах закупает сырьевые виноматериалы в своей бывшей африканской колонии,
269,НЕЗАМЕНИМЫЙ,УНИКАЛЬНЫЙ," По подсчётам специалистов, препаратом воспользуются не менее 4 миллионов французов, растерявших с возрастом свои пышные шевелюры.   НЕЗАМЕНИМЫЙ НУТРИВАЛ Идеально сбалансированный комплекс витаминов и минералов ",
270,ПОДАЧА В ИГРЕ,УДАР ПО МЯЧУ,,
271,УДАР ПО МЯЧУ В ФУТБОЛЕ,УДАР ПО МЯЧУ,,
272,НАВЕСНОЙ УДАР,УДАР ПО МЯЧУ,,
273,ПОВРЕДИТЬ,ПРИЧИНЕНИЕ ВРЕДА,"один раз очень много, можно повредить растущую почку. ",
274,"УБИТЬ, ЛИШИТЬ ЖИЗНИ",ПРИЧИНЕНИЕ ВРЕДА,,
275,ОТРАВИТЬ ЯДОВИТЫМ ВЕЩЕСТВОМ,ПРИЧИНЕНИЕ ВРЕДА,,
276,ПЕРЕКОРМИТЬ,ПРИЧИНЕНИЕ ВРЕДА,"Думаю, наоборот, как бы не перекормить.  Глория, я так за кисюню",
277,"ЗЛОУПОТРЕБЛЕНИЕ, ЧРЕЗМЕРНОЕ ПОТРЕБЛЕНИЕ",ПРИЧИНЕНИЕ ВРЕДА,,
278,ТЕРЕТЬ (ПРИЧИНИТЬ БОЛЬ),ПРИЧИНЕНИЕ ВРЕДА,,
279,"УКУСИТЬ, ПОКУСАТЬ",ПРИЧИНЕНИЕ ВРЕДА,,
280,"ПОРАЗИТЬ (ПОВРЕДИТЬ, ПРИЧИНИВ УЩЕРБ ЗДОРОВЬЮ)",ПРИЧИНЕНИЕ ВРЕДА,,
281,ПОДЛЫЙ ПОСТУПОК,ПРИЧИНЕНИЕ ВРЕДА,"как я вижу, собираешься совершить подлый поступок, но я охотнее приму",
282,"ПОДСТРОИТЬ, УСТРОИТЬ НЕПРИЯТНОСТИ",ПРИЧИНЕНИЕ ВРЕДА,,
283,"СГЛАЗ, ПОРЧА",ПРИЧИНЕНИЕ ВРЕДА,"он вовсе и не предатель.  Сглаз, порча и депрессия.  Расписка. ",
284,"ПОДОРВАТЬ, РАСШАТАТЬ",ПРИЧИНЕНИЕ ВРЕДА,,
285,"БЕДОКУРИТЬ, ШКОДНИЧАТЬ",ПРИЧИНЕНИЕ ВРЕДА,,
